,Music,Slow songs or fast songs,Movies,History,Psychology,Politics,Mathematics,Science and technology,Reading,Foreign languages,Religion,Passive sport,Active sport,Fun with friends,Smoking,Alcohol,Writing notes,Thinking ahead,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Empathy,Compassion to animals,God,Number of friends,Lying,Achievements,Happiness in life,Interests or hobbies,Finances,Age,Number of siblings,Education,Village - town
235,5.0,3.0,5.0,5.0,5.0,4.0,1.0,1.0,5.0,4.0,5.0,5.0,1.0,5.0,tried smoking,never,1.0,3.0,3.0,4.0,5.0,1.0,5.0,3.0,4.0,5.0,3,sometimes,3.0,4.0,2.0,3.0,16.0,0.0,secondary school,city
236,1.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,tried smoking,drink a lot,1.0,3.0,5.0,4.0,5.0,5.0,1.0,5.0,5.0,3.0,3,sometimes,3.0,4.0,3.0,3.0,19.0,0.0,secondary school,city
237,5.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,5.0,1.0,5.0,2.0,5.0,former smoker,social drinker,4.0,3.0,5.0,4.0,2.0,2.0,1.0,5.0,4.0,1.0,3,only to avoid hurting someone,3.0,4.0,4.0,3.0,18.0,3.0,secondary school,city
238,5.0,2.0,5.0,2.0,3.0,2.0,2.0,3.0,1.0,5.0,1.0,2.0,2.0,5.0,former smoker,drink a lot,5.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,3,everytime it suits me,3.0,4.0,2.0,1.0,19.0,2.0,primary school,city
239,5.0,3.0,5.0,4.0,2.0,4.0,1.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,former smoker,social drinker,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,5.0,2.0,4,sometimes,3.0,3.0,3.0,3.0,21.0,1.0,secondary school,city
240,3.0,4.0,3.0,3.0,3.0,5.0,2.0,3.0,1.0,3.0,1.0,5.0,5.0,4.0,former smoker,never,2.0,3.0,4.0,1.0,3.0,5.0,3.0,3.0,3.0,1.0,4,sometimes,4.0,4.0,2.0,2.0,21.0,1.0,college/bachelor degree,city
241,5.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,5.0,1.0,5.0,3.0,5.0,tried smoking,social drinker,4.0,5.0,3.0,4.0,2.0,3.0,1.0,5.0,5.0,4.0,3,only to avoid hurting someone,4.0,5.0,3.0,5.0,18.0,1.0,secondary school,city
242,3.0,3.0,5.0,3.0,3.0,2.0,1.0,2.0,4.0,5.0,4.0,2.0,2.0,5.0,never smoked,never,5.0,5.0,5.0,1.0,5.0,2.0,1.0,5.0,3.0,5.0,3,sometimes,4.0,4.0,3.0,5.0,21.0,0.0,secondary school,city
243,,3.0,5.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,2.0,1.0,2.0,never smoked,social drinker,5.0,5.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,1,everytime it suits me,1.0,2.0,1.0,5.0,17.0,0.0,secondary school,city
244,5.0,3.0,5.0,1.0,5.0,2.0,1.0,1.0,5.0,3.0,1.0,2.0,3.0,5.0,tried smoking,social drinker,5.0,3.0,4.0,3.0,4.0,2.0,3.0,5.0,5.0,1.0,3,everytime it suits me,3.0,4.0,2.0,3.0,20.0,0.0,secondary school,city
245,5.0,3.0,5.0,3.0,5.0,2.0,1.0,3.0,5.0,3.0,1.0,5.0,5.0,5.0,tried smoking,social drinker,5.0,3.0,4.0,1.0,5.0,3.0,1.0,5.0,5.0,3.0,5,only to avoid hurting someone,3.0,3.0,5.0,1.0,19.0,1.0,primary school,city
246,5.0,3.0,5.0,5.0,3.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,5.0,5.0,tried smoking,never,5.0,5.0,5.0,1.0,2.0,1.0,1.0,4.0,5.0,3.0,4,only to avoid hurting someone,2.0,4.0,4.0,4.0,27.0,0.0,masters degree,city
247,5.0,3.0,5.0,3.0,2.0,1.0,1.0,,5.0,5.0,1.0,2.0,5.0,5.0,former smoker,drink a lot,5.0,2.0,1.0,1.0,4.0,4.0,3.0,4.0,3.0,2.0,2,everytime it suits me,3.0,3.0,3.0,3.0,22.0,2.0,college/bachelor degree,city
248,5.0,3.0,5.0,5.0,5.0,3.0,2.0,3.0,5.0,5.0,1.0,2.0,2.0,5.0,tried smoking,social drinker,5.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,5.0,1.0,3,sometimes,4.0,4.0,4.0,3.0,19.0,2.0,secondary school,city
249,5.0,3.0,5.0,4.0,4.0,2.0,1.0,4.0,3.0,2.0,5.0,5.0,3.0,5.0,never smoked,social drinker,1.0,3.0,5.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,3,everytime it suits me,3.0,4.0,5.0,3.0,19.0,3.0,secondary school,village
250,5.0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,2.0,5.0,3.0,5.0,tried smoking,social drinker,4.0,2.0,4.0,1.0,2.0,4.0,2.0,4.0,3.0,4.0,4,sometimes,3.0,4.0,3.0,4.0,20.0,0.0,secondary school,city
251,5.0,5.0,5.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,5.0,4.0,5.0,tried smoking,social drinker,5.0,1.0,4.0,2.0,5.0,1.0,1.0,5.0,5.0,5.0,3,sometimes,2.0,5.0,3.0,3.0,19.0,2.0,secondary school,village
252,5.0,2.0,5.0,3.0,4.0,2.0,1.0,3.0,5.0,5.0,2.0,5.0,3.0,5.0,never smoked,social drinker,3.0,4.0,4.0,2.0,4.0,4.0,2.0,5.0,5.0,5.0,3,sometimes,3.0,3.0,5.0,5.0,20.0,0.0,secondary school,village
253,5.0,3.0,3.0,1.0,3.0,1.0,1.0,5.0,1.0,2.0,5.0,5.0,2.0,5.0,tried smoking,social drinker,1.0,3.0,5.0,1.0,5.0,5.0,2.0,3.0,2.0,5.0,5,never,3.0,3.0,3.0,3.0,17.0,2.0,primary school,city
254,5.0,3.0,5.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,5.0,current smoker,social drinker,5.0,3.0,4.0,1.0,5.0,3.0,1.0,5.0,5.0,4.0,5,only to avoid hurting someone,3.0,3.0,5.0,3.0,23.0,2.0,secondary school,village
255,5.0,3.0,5.0,2.0,5.0,1.0,2.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,never smoked,social drinker,4.0,5.0,5.0,1.0,5.0,4.0,1.0,4.0,5.0,4.0,4,never,3.0,4.0,5.0,5.0,20.0,2.0,secondary school,city
256,5.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,current smoker,social drinker,3.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,5.0,1.0,1,only to avoid hurting someone,3.0,4.0,4.0,1.0,20.0,1.0,secondary school,city
257,5.0,3.0,5.0,4.0,2.0,4.0,5.0,5.0,1.0,4.0,4.0,5.0,5.0,5.0,tried smoking,social drinker,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,5.0,3,everytime it suits me,3.0,4.0,4.0,4.0,19.0,2.0,secondary school,city
258,5.0,4.0,5.0,2.0,2.0,2.0,4.0,4.0,5.0,3.0,3.0,4.0,2.0,5.0,tried smoking,social drinker,1.0,4.0,5.0,1.0,5.0,3.0,2.0,5.0,5.0,3.0,1,sometimes,5.0,3.0,1.0,4.0,20.0,1.0,secondary school,city
259,2.0,3.0,3.0,5.0,4.0,4.0,1.0,3.0,5.0,4.0,3.0,5.0,2.0,5.0,current smoker,social drinker,3.0,2.0,3.0,1.0,5.0,3.0,1.0,5.0,5.0,5.0,4,only to avoid hurting someone,3.0,4.0,5.0,4.0,19.0,4.0,secondary school,village
260,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,tried smoking,never,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,only to avoid hurting someone,3.0,3.0,3.0,3.0,19.0,0.0,secondary school,city
261,5.0,3.0,5.0,3.0,2.0,4.0,4.0,2.0,5.0,5.0,2.0,2.0,5.0,5.0,never smoked,social drinker,5.0,2.0,4.0,4.0,3.0,2.0,1.0,4.0,5.0,5.0,3,sometimes,3.0,3.0,5.0,2.0,18.0,1.0,secondary school,city
262,5.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,5.0,5.0,2.0,4.0,1.0,4.0,former smoker,social drinker,4.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,2.0,3,sometimes,3.0,3.0,4.0,3.0,19.0,1.0,secondary school,city
263,5.0,5.0,5.0,1.0,4.0,2.0,3.0,1.0,3.0,5.0,1.0,5.0,4.0,5.0,current smoker,drink a lot,3.0,2.0,5.0,5.0,2.0,1.0,1.0,4.0,2.0,1.0,5,only to avoid hurting someone,3.0,5.0,1.0,1.0,15.0,3.0,secondary school,city
264,3.0,3.0,5.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,1.0,1.0,5.0,5.0,former smoker,social drinker,4.0,3.0,3.0,3.0,5.0,3.0,1.0,5.0,5.0,3.0,3,sometimes,3.0,4.0,4.0,3.0,19.0,1.0,college/bachelor degree,village
265,5.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,5.0,tried smoking,social drinker,1.0,3.0,4.0,5.0,5.0,3.0,1.0,3.0,5.0,3.0,3,sometimes,4.0,4.0,3.0,5.0,15.0,1.0,secondary school,city
266,5.0,3.0,5.0,3.0,3.0,1.0,4.0,3.0,5.0,5.0,1.0,2.0,4.0,5.0,tried smoking,social drinker,5.0,5.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3,sometimes,4.0,3.0,3.0,2.0,19.0,1.0,secondary school,city
267,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,never smoked,never,4.0,4.0,5.0,1.0,4.0,1.0,1.0,4.0,5.0,5.0,3,never,3.0,5.0,4.0,3.0,21.0,2.0,masters degree,city
268,5.0,3.0,4.0,1.0,2.0,2.0,5.0,4.0,1.0,4.0,1.0,5.0,2.0,5.0,never smoked,never,3.0,5.0,4.0,3.0,3.0,4.0,2.0,5.0,5.0,1.0,5,sometimes,3.0,3.0,4.0,4.0,19.0,2.0,college/bachelor degree,city
269,5.0,3.0,5.0,3.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,1.0,1.0,4.0,tried smoking,social drinker,3.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,2,sometimes,2.0,4.0,2.0,4.0,17.0,1.0,secondary school,village
270,5.0,3.0,5.0,3.0,5.0,3.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,5.0,current smoker,social drinker,5.0,5.0,5.0,1.0,5.0,2.0,2.0,4.0,5.0,1.0,3,only to avoid hurting someone,4.0,4.0,2.0,2.0,23.0,1.0,college/bachelor degree,city
271,5.0,3.0,5.0,4.0,1.0,3.0,2.0,3.0,4.0,3.0,1.0,4.0,5.0,5.0,never smoked,social drinker,1.0,4.0,4.0,1.0,5.0,3.0,2.0,4.0,5.0,4.0,4,only to avoid hurting someone,4.0,4.0,4.0,4.0,24.0,0.0,secondary school,village
272,5.0,3.0,5.0,3.0,4.0,2.0,3.0,4.0,5.0,4.0,3.0,1.0,2.0,5.0,former smoker,social drinker,1.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,5.0,4.0,1,sometimes,3.0,4.0,1.0,4.0,19.0,1.0,secondary school,city
273,5.0,3.0,5.0,3.0,4.0,3.0,2.0,4.0,4.0,5.0,1.0,4.0,4.0,5.0,former smoker,drink a lot,2.0,3.0,3.0,2.0,4.0,3.0,2.0,5.0,5.0,3.0,5,sometimes,4.0,4.0,4.0,3.0,19.0,2.0,college/bachelor degree,city
274,5.0,4.0,4.0,5.0,5.0,5.0,1.0,4.0,4.0,2.0,1.0,2.0,4.0,5.0,current smoker,social drinker,4.0,4.0,5.0,4.0,5.0,3.0,2.0,2.0,4.0,2.0,5,sometimes,3.0,4.0,4.0,4.0,22.0,0.0,secondary school,city
275,5.0,3.0,5.0,5.0,5.0,4.0,2.0,4.0,5.0,5.0,3.0,4.0,2.0,5.0,former smoker,drink a lot,3.0,3.0,3.0,1.0,4.0,3.0,5.0,5.0,5.0,4.0,3,everytime it suits me,3.0,3.0,5.0,2.0,20.0,1.0,college/bachelor degree,city
276,5.0,4.0,5.0,4.0,1.0,1.0,3.0,1.0,4.0,4.0,3.0,5.0,2.0,5.0,tried smoking,never,1.0,1.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,4,only to avoid hurting someone,1.0,3.0,4.0,1.0,21.0,2.0,college/bachelor degree,village
277,5.0,3.0,5.0,5.0,3.0,4.0,2.0,3.0,2.0,5.0,1.0,4.0,5.0,5.0,tried smoking,social drinker,5.0,4.0,5.0,1.0,5.0,4.0,1.0,5.0,3.0,2.0,3,only to avoid hurting someone,3.0,4.0,3.0,4.0,19.0,0.0,secondary school,city
278,5.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,2.0,1.0,5.0,5.0,tried smoking,social drinker,1.0,5.0,4.0,5.0,4.0,4.0,1.0,3.0,3.0,5.0,5,only to avoid hurting someone,1.0,4.0,5.0,3.0,19.0,2.0,secondary school,village
279,5.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,4.0,current smoker,social drinker,3.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,3,only to avoid hurting someone,4.0,4.0,2.0,3.0,20.0,1.0,college/bachelor degree,city
280,5.0,3.0,4.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,5.0,5.0,4.0,current smoker,social drinker,1.0,3.0,4.0,3.0,4.0,1.0,1.0,5.0,5.0,5.0,4,never,3.0,2.0,5.0,3.0,18.0,1.0,secondary school,city
281,5.0,3.0,4.0,2.0,3.0,3.0,1.0,4.0,2.0,4.0,1.0,5.0,1.0,5.0,former smoker,drink a lot,5.0,3.0,4.0,5.0,5.0,4.0,2.0,3.0,3.0,1.0,3,sometimes,3.0,3.0,4.0,2.0,19.0,1.0,secondary school,city
282,5.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,tried smoking,never,4.0,5.0,3.0,2.0,3.0,3.0,1.0,5.0,5.0,3.0,3,sometimes,3.0,4.0,3.0,4.0,20.0,2.0,secondary school,city
283,5.0,3.0,5.0,2.0,2.0,2.0,5.0,5.0,1.0,4.0,1.0,5.0,5.0,4.0,never smoked,social drinker,2.0,3.0,5.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,5,never,2.0,4.0,5.0,3.0,22.0,1.0,secondary school,city
284,1.0,2.0,5.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,5.0,5.0,3.0,never smoked,social drinker,4.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,1.0,4,only to avoid hurting someone,3.0,5.0,5.0,5.0,20.0,2.0,secondary school,city
285,5.0,4.0,5.0,2.0,3.0,2.0,2.0,3.0,5.0,5.0,4.0,4.0,2.0,5.0,tried smoking,social drinker,3.0,3.0,4.0,2.0,4.0,2.0,1.0,4.0,4.0,5.0,3,sometimes,3.0,4.0,5.0,4.0,20.0,2.0,secondary school,city
286,5.0,3.0,5.0,4.0,4.0,1.0,1.0,3.0,3.0,5.0,1.0,3.0,5.0,5.0,former smoker,social drinker,3.0,3.0,5.0,2.0,4.0,4.0,2.0,5.0,5.0,4.0,3,only to avoid hurting someone,3.0,4.0,3.0,2.0,27.0,1.0,masters degree,city
287,5.0,3.0,5.0,4.0,3.0,3.0,1.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,former smoker,social drinker,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3,only to avoid hurting someone,3.0,4.0,2.0,3.0,19.0,1.0,secondary school,city
288,5.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,,5.0,,5.0,5.0,2.0,tried smoking,never,5.0,5.0,5.0,4.0,3.0,5.0,2.0,5.0,5.0,5.0,3,sometimes,3.0,5.0,5.0,3.0,22.0,2.0,secondary school,city
289,5.0,3.0,4.0,5.0,2.0,5.0,1.0,3.0,2.0,4.0,1.0,5.0,4.0,5.0,current smoker,drink a lot,1.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,5,sometimes,4.0,4.0,5.0,1.0,19.0,0.0,college/bachelor degree,city
290,4.0,3.0,5.0,4.0,3.0,3.0,1.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,tried smoking,social drinker,3.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,5.0,4.0,4,sometimes,3.0,4.0,5.0,1.0,20.0,1.0,secondary school,city
291,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,tried smoking,social drinker,5.0,4.0,5.0,4.0,5.0,4.0,2.0,5.0,4.0,4.0,3,sometimes,3.0,4.0,4.0,3.0,20.0,1.0,secondary school,village
292,5.0,4.0,5.0,3.0,4.0,3.0,1.0,4.0,5.0,5.0,1.0,1.0,2.0,5.0,never smoked,social drinker,5.0,4.0,5.0,1.0,2.0,4.0,2.0,5.0,4.0,5.0,5,sometimes,4.0,4.0,5.0,4.0,21.0,1.0,secondary school,city
293,5.0,1.0,5.0,4.0,1.0,1.0,5.0,4.0,5.0,5.0,1.0,1.0,2.0,5.0,tried smoking,never,3.0,4.0,2.0,5.0,4.0,5.0,2.0,5.0,5.0,2.0,1,only to avoid hurting someone,2.0,1.0,1.0,3.0,16.0,1.0,primary school,village
294,5.0,3.0,3.0,5.0,5.0,4.0,1.0,2.0,3.0,5.0,1.0,3.0,4.0,3.0,former smoker,never,1.0,3.0,5.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,2,sometimes,3.0,3.0,4.0,3.0,19.0,1.0,secondary school,city
295,5.0,3.0,5.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,tried smoking,drink a lot,2.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,4.0,5.0,2,everytime it suits me,3.0,3.0,5.0,3.0,18.0,1.0,secondary school,village
296,5.0,4.0,5.0,4.0,2.0,3.0,4.0,5.0,2.0,5.0,1.0,5.0,5.0,5.0,former smoker,drink a lot,1.0,3.0,5.0,3.0,5.0,5.0,2.0,3.0,2.0,1.0,5,sometimes,5.0,5.0,5.0,1.0,23.0,1.0,college/bachelor degree,city
297,5.0,3.0,5.0,1.0,4.0,1.0,3.0,3.0,5.0,3.0,4.0,4.0,1.0,5.0,former smoker,social drinker,3.0,4.0,3.0,4.0,3.0,5.0,2.0,3.0,4.0,1.0,2,only to avoid hurting someone,4.0,3.0,3.0,2.0,19.0,0.0,secondary school,village
298,5.0,3.0,5.0,3.0,5.0,3.0,1.0,2.0,5.0,4.0,2.0,1.0,5.0,5.0,tried smoking,drink a lot,5.0,3.0,5.0,4.0,5.0,3.0,2.0,5.0,5.0,4.0,4,sometimes,5.0,3.0,4.0,4.0,19.0,0.0,secondary school,city
299,5.0,3.0,5.0,3.0,4.0,3.0,1.0,2.0,1.0,4.0,1.0,5.0,2.0,5.0,tried smoking,social drinker,3.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,5.0,1.0,3,sometimes,3.0,4.0,3.0,3.0,22.0,1.0,college/bachelor degree,city
300,5.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,1.0,3.0,2.0,tried smoking,social drinker,1.0,5.0,4.0,2.0,5.0,1.0,4.0,5.0,5.0,5.0,3,everytime it suits me,4.0,5.0,5.0,4.0,18.0,1.0,secondary school,city
301,4.0,2.0,5.0,5.0,5.0,2.0,2.0,5.0,4.0,1.0,2.0,2.0,1.0,4.0,never smoked,social drinker,5.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,2,only to avoid hurting someone,5.0,4.0,4.0,4.0,20.0,1.0,college/bachelor degree,city
302,5.0,4.0,5.0,3.0,4.0,3.0,1.0,3.0,3.0,5.0,5.0,2.0,3.0,5.0,tried smoking,social drinker,5.0,3.0,3.0,5.0,3.0,4.0,1.0,5.0,5.0,5.0,3,sometimes,1.0,3.0,3.0,3.0,19.0,1.0,secondary school,village
303,4.0,5.0,5.0,4.0,2.0,2.0,5.0,3.0,5.0,4.0,1.0,5.0,4.0,3.0,never smoked,social drinker,4.0,3.0,4.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,1,only to avoid hurting someone,4.0,2.0,2.0,4.0,25.0,1.0,masters degree,city
304,5.0,3.0,5.0,4.0,5.0,4.0,1.0,3.0,5.0,4.0,2.0,2.0,3.0,5.0,current smoker,social drinker,1.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,1.0,4,everytime it suits me,4.0,5.0,5.0,3.0,18.0,2.0,secondary school,city
305,5.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,5.0,current smoker,social drinker,4.0,3.0,5.0,2.0,4.0,4.0,3.0,4.0,5.0,2.0,4,never,2.0,4.0,4.0,2.0,20.0,0.0,college/bachelor degree,city
306,5.0,5.0,5.0,3.0,4.0,1.0,4.0,5.0,1.0,4.0,2.0,5.0,5.0,5.0,never smoked,social drinker,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4,sometimes,2.0,,5.0,4.0,15.0,1.0,primary school,city
307,5.0,3.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,2.0,never smoked,never,4.0,5.0,3.0,4.0,5.0,1.0,3.0,5.0,5.0,3.0,2,only to avoid hurting someone,2.0,3.0,5.0,4.0,19.0,2.0,secondary school,city
308,5.0,5.0,4.0,3.0,4.0,4.0,2.0,4.0,1.0,4.0,2.0,5.0,5.0,5.0,tried smoking,never,4.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,5,sometimes,3.0,4.0,5.0,3.0,19.0,2.0,secondary school,city
309,5.0,3.0,4.0,2.0,3.0,1.0,3.0,3.0,4.0,4.0,1.0,2.0,4.0,5.0,never smoked,never,2.0,2.0,3.0,1.0,4.0,3.0,1.0,5.0,5.0,3.0,4,sometimes,3.0,5.0,3.0,3.0,16.0,0.0,secondary school,village
310,5.0,5.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,4.0,tried smoking,social drinker,2.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3,sometimes,3.0,4.0,2.0,3.0,19.0,1.0,college/bachelor degree,city
311,5.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,former smoker,social drinker,2.0,4.0,3.0,5.0,2.0,5.0,3.0,4.0,5.0,3.0,3,everytime it suits me,3.0,5.0,5.0,3.0,18.0,0.0,college/bachelor degree,city
312,2.0,4.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,5.0,4.0,tried smoking,social drinker,2.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,5.0,5.0,4,sometimes,3.0,4.0,5.0,2.0,15.0,1.0,primary school,city
313,5.0,4.0,5.0,3.0,4.0,4.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,current smoker,social drinker,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,5.0,5,sometimes,2.0,4.0,3.0,3.0,20.0,1.0,secondary school,city
314,5.0,4.0,5.0,5.0,4.0,2.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,never smoked,never,5.0,3.0,4.0,1.0,5.0,5.0,1.0,5.0,3.0,5.0,5,sometimes,4.0,5.0,5.0,3.0,20.0,2.0,secondary school,village
315,5.0,3.0,4.0,4.0,2.0,2.0,1.0,4.0,2.0,3.0,3.0,5.0,3.0,5.0,tried smoking,social drinker,4.0,3.0,4.0,3.0,2.0,2.0,2.0,5.0,5.0,5.0,2,sometimes,4.0,4.0,2.0,1.0,20.0,1.0,secondary school,city
316,5.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,4.0,5.0,former smoker,social drinker,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,3,sometimes,3.0,4.0,3.0,3.0,20.0,1.0,secondary school,city
317,5.0,3.0,5.0,1.0,1.0,1.0,3.0,5.0,3.0,3.0,1.0,5.0,5.0,5.0,tried smoking,social drinker,3.0,2.0,4.0,3.0,5.0,3.0,2.0,5.0,5.0,1.0,3,sometimes,3.0,3.0,3.0,3.0,19.0,2.0,secondary school,city
318,5.0,3.0,5.0,3.0,5.0,1.0,3.0,2.0,5.0,4.0,5.0,5.0,,5.0,never smoked,social drinker,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,sometimes,3.0,3.0,3.0,3.0,16.0,0.0,currently a primary school pupil,city
319,5.0,3.0,5.0,3.0,5.0,4.0,1.0,3.0,5.0,5.0,5.0,4.0,1.0,5.0,former smoker,social drinker,5.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4,sometimes,3.0,5.0,2.0,3.0,18.0,1.0,secondary school,city
320,5.0,4.0,5.0,5.0,2.0,3.0,3.0,4.0,1.0,4.0,3.0,4.0,3.0,5.0,tried smoking,social drinker,4.0,5.0,5.0,2.0,3.0,5.0,5.0,5.0,4.0,5.0,2,sometimes,2.0,4.0,4.0,5.0,20.0,0.0,secondary school,village
321,5.0,3.0,5.0,4.0,5.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,never smoked,never,4.0,4.0,5.0,5.0,5.0,3.0,2.0,3.0,5.0,5.0,5,sometimes,4.0,3.0,3.0,2.0,16.0,0.0,college/bachelor degree,city
322,5.0,3.0,4.0,5.0,2.0,5.0,1.0,2.0,3.0,3.0,2.0,4.0,5.0,4.0,tried smoking,social drinker,5.0,5.0,5.0,3.0,3.0,4.0,1.0,4.0,3.0,4.0,4,everytime it suits me,4.0,4.0,5.0,2.0,18.0,1.0,primary school,city
323,5.0,2.0,3.0,2.0,4.0,3.0,3.0,5.0,1.0,3.0,4.0,5.0,4.0,4.0,never smoked,social drinker,2.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,5.0,2,never,4.0,4.0,2.0,4.0,20.0,1.0,secondary school,village
324,5.0,3.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,1.0,5.0,never smoked,social drinker,3.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,5.0,3,sometimes,2.0,3.0,3.0,3.0,18.0,1.0,primary school,city
325,5.0,3.0,4.0,5.0,3.0,3.0,1.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,tried smoking,social drinker,3.0,4.0,3.0,2.0,5.0,4.0,1.0,4.0,5.0,3.0,3,sometimes,3.0,3.0,4.0,4.0,19.0,1.0,secondary school,village
326,5.0,4.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,4.0,3.0,5.0,never smoked,social drinker,3.0,3.0,4.0,4.0,3.0,3.0,1.0,4.0,5.0,4.0,3,only to avoid hurting someone,4.0,5.0,3.0,3.0,19.0,0.0,college/bachelor degree,city
327,5.0,3.0,5.0,3.0,3.0,1.0,2.0,4.0,5.0,4.0,1.0,4.0,2.0,2.0,tried smoking,social drinker,5.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,3,sometimes,1.0,4.0,3.0,5.0,20.0,1.0,secondary school,city
